sample_id	population	superpopulation	ont_hap1_modbed_mb	ont_hap2_modbed_mb	has_pacbio_methylc	has_fiberseq	has_hic	has_isoseq_expression	has_harmonized_sup5_basecall	had_guppy_raw	had_dorado06_raw	assembly_naming	assembly_hap1_url	assembly_hap2_url	in_asm_lr_18donor_cohort	in_asm_lr_30donor_plan
NA18570	CHB	EAS	3087.3	3131.8	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18570/assemblies/release2/NA18570_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18570/assemblies/release2/NA18570_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18608	CHB	EAS	3289.9	3340.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18608/assemblies/release2/NA18608_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18608/assemblies/release2/NA18608_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18620	CHB	EAS	3236.1	3242.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18620/assemblies/release2/NA18620_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18620/assemblies/release2/NA18620_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA18747	CHB	EAS	3535.7	3581.0	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18747/assemblies/release2/NA18747_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18747/assemblies/release2/NA18747_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18879	YRI	AFR	2196.4	2196.5	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18879/assemblies/release2/NA18879_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18879/assemblies/release2/NA18879_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18906	YRI	AFR	2627.0	2593.9	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA18940	JPT	EAS	3019.2	3074.5	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA18943	JPT	EAS	2700.6	2780.5	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA18944	JPT	EAS	3399.4	3507.1	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA18945	JPT	EAS	2709.4	2737.8	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA18948	JPT	EAS	2725.0	2816.8	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA18952	JPT	EAS	3221.8	3237.2	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18952/assemblies/release2/NA18952_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18952/assemblies/release2/NA18952_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18959	JPT	EAS	3020.1	3160.9	False	False	False	False	False	False	False	UNRESOLVED			True	True
NA18960	JPT	EAS	3381.9	3422.1	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA18967	JPT	EAS	2910.5	2887.3	True	False	False	True	True	False	False	UNRESOLVED			False	False
NA18970	JPT	EAS	2848.2	2941.9	False	False	False	True	True	False	False	UNRESOLVED			False	False
NA18971	JPT	EAS	3809.6	3830.4	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18971/assemblies/release2/NA18971_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18971/assemblies/release2/NA18971_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18974	JPT	EAS	3217.5	3291.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18974/assemblies/release2/NA18974_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18974/assemblies/release2/NA18974_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18976	JPT	EAS	2642.4	2662.7	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18976/assemblies/release2/NA18976_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18976/assemblies/release2/NA18976_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18982	JPT	EAS	2676.2	2650.2	False	False	False	False	False	False	False	UNRESOLVED			False	False
NA18983	JPT	EAS	3266.8	3266.5	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18983/assemblies/release2/NA18983_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18983/assemblies/release2/NA18983_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19036	LWK	AFR	3083.8	3021.4	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19036/assemblies/release2/NA19036_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19036/assemblies/release2/NA19036_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19043	LWK	AFR	2764.4	2824.8	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19043/assemblies/release2/NA19043_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19043/assemblies/release2/NA19043_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19159	YRI	AFR	2719.3	2701.2	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19159/assemblies/release2/NA19159_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19159/assemblies/release2/NA19159_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19185	YRI	AFR	2603.0	2589.1	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19185/assemblies/release2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19185/assemblies/release2/NA19185_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19240	YRI	AFR	3188.5	3146.0	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA19338	LWK	AFR	3075.8	3100.1	False	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19338/assemblies/release2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19338/assemblies/release2/NA19338_hap2_hprc_r2_v1.0.1.fa.gz	False	True
NA19391	LWK	AFR	3945.7	3908.6	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19391/assemblies/release2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19391/assemblies/release2/NA19391_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19443	LWK	AFR	2545.5	2562.0	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19443/assemblies/release2/NA19443_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19443/assemblies/release2/NA19443_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19468	LWK	AFR	3637.6	3709.3	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19468/assemblies/release2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19468/assemblies/release2/NA19468_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19682	MXL	AMR	3423.4	3466.9	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19682/assemblies/release2/NA19682_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19682/assemblies/release2/NA19682_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA19700	ASW	AFR	2683.8	2682.6	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19700/assemblies/release2/NA19700_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19700/assemblies/release2/NA19700_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA19776	MXL	AMR	2655.9	2657.8	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19776/assemblies/release2/NA19776_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19776/assemblies/release2/NA19776_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA19835	ASW	AFR	3548.5	3590.6	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19835/assemblies/release2/NA19835_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19835/assemblies/release2/NA19835_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA19909	ASW	AFR	3472.3	3428.2	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19909/assemblies/release2/NA19909_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA19909/assemblies/release2/NA19909_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20129	ASW	AFR	3111.9	3210.4	True	False	False	False	False	False	False	UNRESOLVED			False	False
NA20282	ASW	AFR	2974.7	2903.6	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20282/assemblies/release2/NA20282_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20282/assemblies/release2/NA20282_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20346	ASW	AFR	2547.9	2662.2	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20346/assemblies/release2/NA20346_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20346/assemblies/release2/NA20346_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20503	TSI	EUR	2710.6	2788.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20503/assemblies/release2/NA20503_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20503/assemblies/release2/NA20503_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20752	TSI	EUR	2670.5	2815.7	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20752/assemblies/release2/NA20752_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20752/assemblies/release2/NA20752_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20762	TSI	EUR	2970.9	3046.9	False	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20762/assemblies/release2/NA20762_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20762/assemblies/release2/NA20762_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA20799	TSI	EUR	2789.8	2778.2	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20799/assemblies/release2/NA20799_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20799/assemblies/release2/NA20799_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20805	TSI	EUR	2381.3	2390.5	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20805/assemblies/release2/NA20805_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20805/assemblies/release2/NA20805_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20806	TSI	EUR	3452.0	3681.5	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20806/assemblies/release2/NA20806_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20806/assemblies/release2/NA20806_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20809	TSI	EUR	2945.6	2883.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20809/assemblies/release2/NA20809_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20809/assemblies/release2/NA20809_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20827	TSI	EUR	3354.4	3392.7	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20827/assemblies/release2/NA20827_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20827/assemblies/release2/NA20827_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20850	GIH	SAS	2530.8	2620.7	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20850/assemblies/release2/NA20850_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20850/assemblies/release2/NA20850_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA20870	GIH	SAS	3396.8	3449.8	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20870/assemblies/release2/NA20870_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20870/assemblies/release2/NA20870_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA20905	GIH	SAS	2807.5	2866.5	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20905/assemblies/release2/NA20905_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA20905/assemblies/release2/NA20905_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA21093	GIH	SAS	3314.9	3313.5	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21093/assemblies/release2/NA21093_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21093/assemblies/release2/NA21093_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA21102	GIH	SAS	2585.8	2504.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21102/assemblies/release2/NA21102_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21102/assemblies/release2/NA21102_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA21106	GIH	SAS	3015.3	3021.3	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21106/assemblies/release2/NA21106_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21106/assemblies/release2/NA21106_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA21110	GIH	SAS	3323.8	3360.9	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21110/assemblies/release2/NA21110_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21110/assemblies/release2/NA21110_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA21144	GIH	SAS	2915.4	2873.2	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21144/assemblies/release2/NA21144_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA21144/assemblies/release2/NA21144_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA21309	NA	NA	2969.5	2961.3	True	False	False	False	False	False	False	UNRESOLVED			False	False
