sample_id	population	superpopulation	ont_hap1_modbed_mb	ont_hap2_modbed_mb	has_pacbio_methylc	has_fiberseq	has_hic	has_isoseq_expression	has_harmonized_sup5_basecall	had_guppy_raw	had_dorado06_raw	assembly_naming	assembly_hap1_url	assembly_hap2_url	in_asm_lr_18donor_cohort	in_asm_lr_30donor_plan
HG02273	PEL	AMR	3152.6	3115.2	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02273/assemblies/release2/HG02273_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02273/assemblies/release2/HG02273_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG02280	ACB	AFR	3005.4	3060.0	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02280/assemblies/release2/HG02280_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02280/assemblies/release2/HG02280_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02293	PEL	AMR	2888.9	2903.9	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02293/assemblies/release2/HG02293_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02293/assemblies/release2/HG02293_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02300	PEL	AMR	2831.9	2788.7	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02300/assemblies/release2/HG02300_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02300/assemblies/release2/HG02300_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02391	CDX	EAS	2338.3	2409.6	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02391/assemblies/release2/HG02391_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02391/assemblies/release2/HG02391_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG02392	CDX	EAS	3142.6	3236.7	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02392/assemblies/release2/HG02392_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02392/assemblies/release2/HG02392_hap2_hprc_r2_v1.0.1.fa.gz	True	True
HG02451	ACB	AFR	2369.7	2333.4	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02451/assemblies/release2/HG02451_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02451/assemblies/release2/HG02451_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02486	NA	NA	2774.1	2890.9	True	True	True	False	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02486/assemblies/release2/HG02486_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02486/assemblies/release2/HG02486_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02514	KHV	EAS	3058.5	3093.1	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02514/assemblies/release2/HG02514_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02514/assemblies/release2/HG02514_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02523	KHV	EAS	3661.3	3704.0	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02523/assemblies/release2/HG02523_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02523/assemblies/release2/HG02523_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02559	NA	NA	2776.4	2812.9	True	True	True	False	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02559/assemblies/release2/HG02559_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02559/assemblies/release2/HG02559_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02572	GWD	AFR	2881.5	2988.8	True	True	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02572/assemblies/release2/HG02572_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02572/assemblies/release2/HG02572_mat_hprc_r2_v1.0.1.fa.gz	False	True
HG02583	GWD	AFR	3358.9	3298.8	False	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02583/assemblies/release2/HG02583_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02583/assemblies/release2/HG02583_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG02602	PJL	SAS	2923.5	2864.2	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02602/assemblies/release2/HG02602_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02602/assemblies/release2/HG02602_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02615	GWD	AFR	3208.7	3163.5	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02615/assemblies/release2/HG02615_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02615/assemblies/release2/HG02615_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02630	GWD	AFR	3351.6	3267.9	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02630/assemblies/release2/HG02630_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02630/assemblies/release2/HG02630_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02647	GWD	AFR	2411.6	2430.1	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02647/assemblies/release2/HG02647_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02647/assemblies/release2/HG02647_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02668	GWD	AFR	2522.4	2521.7	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02668/assemblies/release2/HG02668_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02668/assemblies/release2/HG02668_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02698	PJL	SAS	2880.1	2928.8	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02698/assemblies/release2/HG02698_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02698/assemblies/release2/HG02698_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02717	GWD	AFR	2872.4	2984.3	True	True	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02717/assemblies/release2/HG02717_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02717/assemblies/release2/HG02717_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02723	GWD	AFR	4057.0	4064.3	True	False	True	False	False	False	False	UNRESOLVED			False	False
HG02735	PJL	SAS	2598.8	2656.9	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02735/assemblies/release2/HG02735_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02735/assemblies/release2/HG02735_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02738	PJL	SAS	2600.4	2719.2	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02738/assemblies/release2/HG02738_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02738/assemblies/release2/HG02738_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02809	GWD	AFR	2957.4	2993.4	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02809/assemblies/release2/HG02809_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02809/assemblies/release2/HG02809_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02818	GWD	AFR	2647.4	2697.4	True	False	False	False	False	False	False	UNRESOLVED			False	False
HG02841	GWD	AFR	2797.1	2809.8	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02841/assemblies/release2/HG02841_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02841/assemblies/release2/HG02841_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02886	GWD	AFR	3074.6	3082.2	True	True	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02886/assemblies/release2/HG02886_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02886/assemblies/release2/HG02886_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG02922	ESN	AFR	2974.1	2924.2	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02922/assemblies/release2/HG02922_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02922/assemblies/release2/HG02922_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG02965	ESN	AFR	3054.6	3177.8	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02965/assemblies/release2/HG02965_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02965/assemblies/release2/HG02965_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG02976	ESN	AFR	3024.6	3072.0	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02976/assemblies/release2/HG02976_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02976/assemblies/release2/HG02976_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG02984	GWD	AFR	2946.9	3105.1	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02984/assemblies/release2/HG02984_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG02984/assemblies/release2/HG02984_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03017	PJL	SAS	3667.1	3692.2	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03017/assemblies/release2/HG03017_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03017/assemblies/release2/HG03017_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03041	GWD	AFR	2818.5	2844.6	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03041/assemblies/release2/HG03041_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03041/assemblies/release2/HG03041_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03050	GWD	AFR	2849.2	2963.9	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03050/assemblies/release2/HG03050_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03050/assemblies/release2/HG03050_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03098	MSL	AFR	3387.8	3425.4	True	False	True	False	False	False	False	UNRESOLVED			False	False
HG03130	ESN	AFR	2781.6	2861.2	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03130/assemblies/release2/HG03130_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03130/assemblies/release2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03139	ESN	AFR	2709.9	2797.5	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03139/assemblies/release2/HG03139_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03139/assemblies/release2/HG03139_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03195	ESN	AFR	2268.1	2286.2	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03195/assemblies/release2/HG03195_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03195/assemblies/release2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03209	MSL	AFR	3362.6	3443.7	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03209/assemblies/release2/HG03209_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03209/assemblies/release2/HG03209_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03225	MSL	AFR	3034.2	3098.8	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03225/assemblies/release2/HG03225_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03225/assemblies/release2/HG03225_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03239	PJL	SAS	2999.5	2969.9	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03239/assemblies/release2/HG03239_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03239/assemblies/release2/HG03239_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03270	ESN	AFR	2895.5	2893.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03270/assemblies/release2/HG03270_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03270/assemblies/release2/HG03270_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03369	ESN	AFR	2535.4	2469.6	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03369/assemblies/release2/HG03369_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03369/assemblies/release2/HG03369_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03453	MSL	AFR	2911.8	2907.4	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03453/assemblies/release2/HG03453_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03453/assemblies/release2/HG03453_mat_hprc_r2_v1.0.1.fa.gz	False	True
HG03470	MSL	AFR	3194.0	3152.8	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03470/assemblies/release2/HG03470_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03470/assemblies/release2/HG03470_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03471	NA	NA	3169.6	3189.7	True	False	True	False	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03471/assemblies/release2/HG03471_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03471/assemblies/release2/HG03471_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03486	MSL	AFR	2113.5	2100.9	True	False	False	False	False	False	False	UNRESOLVED			False	False
HG03516	ESN	AFR	3152.3	3071.5	True	True	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03516/assemblies/release2/HG03516_pat_hprc_r2_v1.1.0.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03516/assemblies/release2/HG03516_mat_hprc_r2_v1.1.0.fa.gz	False	False
HG03521	ESN	AFR	2536.0	2727.5	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03521/assemblies/release2/HG03521_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03521/assemblies/release2/HG03521_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03540	GWD	AFR	3185.4	3215.1	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03540/assemblies/release2/HG03540_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03540/assemblies/release2/HG03540_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03579	MSL	AFR	2896.0	2988.6	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03579/assemblies/release2/HG03579_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03579/assemblies/release2/HG03579_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03583	MSL	AFR	1824.3	1849.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03583/assemblies/release2/HG03583_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03583/assemblies/release2/HG03583_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03654	PJL	SAS	2764.8	2882.0	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03654/assemblies/release2/HG03654_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03654/assemblies/release2/HG03654_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03669	PJL	SAS	2921.6	2887.1	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03669/assemblies/release2/HG03669_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03669/assemblies/release2/HG03669_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03688	STU	SAS	3416.9	3468.9	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03688/assemblies/release2/HG03688_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03688/assemblies/release2/HG03688_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03704	PJL	SAS	3320.5	3254.8	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03704/assemblies/release2/HG03704_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03704/assemblies/release2/HG03704_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03710	PJL	SAS	3000.3	3080.9	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03710/assemblies/release2/HG03710_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03710/assemblies/release2/HG03710_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03742	ITU	SAS	2784.4	2896.5	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03742/assemblies/release2/HG03742_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03742/assemblies/release2/HG03742_hap2_hprc_r2_v1.0.1.fa.gz	False	True
HG03784	ITU	SAS	2511.9	2500.3	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03784/assemblies/release2/HG03784_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03784/assemblies/release2/HG03784_hap2_hprc_r2_v1.0.1.fa.gz	True	True
HG03804	BEB	SAS	2928.3	2998.2	True	True	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03804/assemblies/release2/HG03804_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03804/assemblies/release2/HG03804_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03816	BEB	SAS	3677.2	3680.1	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03816/assemblies/release2/HG03816_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03816/assemblies/release2/HG03816_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03831	BEB	SAS	3677.5	3728.3	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03831/assemblies/release2/HG03831_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03831/assemblies/release2/HG03831_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03834	BEB	SAS	2299.4	2303.2	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03834/assemblies/release2/HG03834_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03834/assemblies/release2/HG03834_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03874	ITU	SAS	2682.4	2718.1	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03874/assemblies/release2/HG03874_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03874/assemblies/release2/HG03874_hap2_hprc_r2_v1.0.1.fa.gz	False	False
HG03927	BEB	SAS	2941.6	2907.5	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03927/assemblies/release2/HG03927_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03927/assemblies/release2/HG03927_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG03942	BEB	SAS	2513.1	2573.2	True	True	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03942/assemblies/release2/HG03942_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG03942/assemblies/release2/HG03942_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG04115	STU	SAS	2621.6	2719.5	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04115/assemblies/release2/HG04115_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04115/assemblies/release2/HG04115_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG04157	BEB	SAS	2885.2	2882.1	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04157/assemblies/release2/HG04157_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04157/assemblies/release2/HG04157_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG04160	BEB	SAS	3410.2	3322.6	True	True	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04160/assemblies/release2/HG04160_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04160/assemblies/release2/HG04160_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG04184	BEB	SAS	2253.9	2246.0	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04184/assemblies/release2/HG04184_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04184/assemblies/release2/HG04184_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG04187	BEB	SAS	2198.9	2260.9	False	True	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04187/assemblies/release2/HG04187_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04187/assemblies/release2/HG04187_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG04199	STU	SAS	2818.6	2910.0	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04199/assemblies/release2/HG04199_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04199/assemblies/release2/HG04199_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG04204	STU	SAS	2786.9	2823.0	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04204/assemblies/release2/HG04204_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04204/assemblies/release2/HG04204_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG04228	STU	SAS	3349.9	3375.6	True	False	True	True	True	True	False	trio	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04228/assemblies/release2/HG04228_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/HG04228/assemblies/release2/HG04228_mat_hprc_r2_v1.0.1.fa.gz	False	False
HG06807	NA	NA	3212.0	3178.8	False	False	False	False	False	False	False	UNRESOLVED			False	False
NA18505	YRI	AFR	3199.1	3174.2	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18505/assemblies/release2/NA18505_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18505/assemblies/release2/NA18505_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18508	YRI	AFR	3564.3	3527.7	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18508/assemblies/release2/NA18508_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18508/assemblies/release2/NA18508_hap2_hprc_r2_v1.0.1.fa.gz	True	True
NA18522	YRI	AFR	3277.3	3303.0	True	False	True	True	True	True	False	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18522/assemblies/release2/NA18522_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18522/assemblies/release2/NA18522_hap2_hprc_r2_v1.0.1.fa.gz	False	False
NA18565	CHB	EAS	2588.5	2514.5	True	False	True	True	True	False	True	hap	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18565/assemblies/release2/NA18565_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/working/HPRC/NA18565/assemblies/release2/NA18565_hap2_hprc_r2_v1.0.1.fa.gz	False	False
